ccnb1_b
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
2,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
1,00000000000000e+00
8,74183000000000e+02
8,70831000000000e+02
8,22296000000000e+02
8,69616000000000e+02
9,05991000000000e+02
1,04653400000000e+03
8,40684000000000e+02
7,59051000000000e+02
8,34732000000000e+02
1,09407300000000e+03
7,53243000000000e+02
7,22045000000000e+02
7,05503000000000e+02
7,31689000000000e+02
8,00926000000000e+02
7,44452000000000e+02
7,79134000000000e+02
6,89504000000000e+02
7,37810000000000e+02
7,86924000000000e+02
7,83710000000000e+02
7,74829000000000e+02
7,58710000000000e+02
7,65595000000000e+02
7,11911000000000e+02
6,96799000000000e+02
6,61876000000000e+02
6,59568000000000e+02
7,03535000000000e+02
7,37284000000000e+02
2,66859580000000e+04
2,71275490000000e+04
2,50820950000000e+04
2,64213290000000e+04
2,82593180000000e+04
2,96128070000000e+04
2,50632410000000e+04
2,41904590000000e+04
2,67710080000000e+04
2,82079590000000e+04
3,08508330000000e+04
2,86272300000000e+04
2,76480900000000e+04
2,98149730000000e+04
3,12730330000000e+04
2,59701660000000e+04
2,65096720000000e+04
2,60521740000000e+04
2,56356000000000e+04
2,44948880000000e+04
2,87670670000000e+04
2,99681090000000e+04
3,12654610000000e+04
2,88372920000000e+04
2,81344810000000e+04
2,72318410000000e+04
2,73441880000000e+04
2,79027900000000e+04
2,87369190000000e+04
2,87485620000000e+04
3,27581644249009e-02
3,21013520240992e-02
3,27841832988831e-02
3,29134087085476e-02
3,20599032149325e-02
3,53405876045456e-02
3,35425095262021e-02
3,13781148179123e-02
3,11804471464055e-02
3,87859681730252e-02
2,44156454381637e-02
2,52223145585514e-02
2,55172418781912e-02
2,45409915346896e-02
2,56107554390391e-02
2,86656619753605e-02
2,93905560204593e-02
2,64662749450391e-02
2,87806799918863e-02
3,21260501374817e-02
2,72433056870205e-02
2,58551181858021e-02
2,42667139947177e-02
2,65487827359102e-02
2,53038611232956e-02
2,55876567434424e-02
2,42053631287204e-02
2,36380663008968e-02
2,44819216701693e-02
2,56459436127623e-02
